GEO_ID,NAME,Total Population,Chinese,Proportion
0500000US06087,"Santa Cruz County, California",272138,4349,1.60%
0500000US06089,"Shasta County, California",181935,920,0.51%
0500000US06091,"Sierra County, California",3079,0,0.00%
0500000US06093,"Siskiyou County, California",44151,245,0.55%
0500000US06095,"Solano County, California",451432,6728,1.49%
0500000US06097,"Sonoma County, California",492498,4532,0.92%
0500000US06099,"Stanislaus County, California",550842,4104,0.75%
0500000US06101,"Sutter County, California",99080,318,0.32%
0500000US06103,"Tehama County, California",65345,71,0.11%
0500000US06105,"Trinity County, California",15818,78,0.49%
0500000US06107,"Tulare County, California",470999,1765,0.37%
0500000US06109,"Tuolumne County, California",55243,72,0.13%
0500000US06111,"Ventura County, California",845255,10768,1.27%
0500000US06113,"Yolo County, California",216703,11600,5.35%
0500000US06115,"Yuba County, California",80404,356,0.44%
0500000US08001,"Adams County, Colorado",514969,2596,0.50%
0500000US08003,"Alamosa County, Colorado",16377,47,0.29%
0500000US08005,"Arapahoe County, Colorado",651621,6683,1.03%
0500000US08007,"Archuleta County, Colorado",13267,23,0.17%
0500000US08009,"Baca County, Colorado",3519,0,0.00%
0500000US08011,"Bent County, Colorado",5861,0,0.00%
0500000US08013,"Boulder County, Colorado",328713,5613,1.71%
0500000US08014,"Broomfield County, Colorado",72697,1203,1.65%
0500000US08015,"Chaffee County, Colorado",19436,14,0.07%
0500000US08017,"Cheyenne County, Colorado",1691,0,0.00%
0500000US08019,"Clear Creek County, Colorado",9427,51,0.54%
0500000US08021,"Conejos County, Colorado",7579,0,0.00%
0500000US08023,"Costilla County, Colorado",3517,0,0.00%
0500000US08025,"Crowley County, Colorado",6018,0,0.00%
0500000US08027,"Custer County, Colorado",4720,0,0.00%
0500000US08029,"Delta County, Colorado",31133,1,0.00%
0500000US08031,"Denver County, Colorado",706799,4314,0.61%
0500000US08033,"Dolores County, Colorado",2288,0,0.00%
0500000US08035,"Douglas County, Colorado",351929,2952,0.84%
0500000US08037,"Eagle County, Colorado",55693,93,0.17%
0500000US08039,"Elbert County, Colorado",25897,35,0.14%
0500000US08041,"El Paso County, Colorado",722736,2876,0.40%
0500000US08043,"Fremont County, Colorado",49007,76,0.16%
0500000US08045,"Garfield County, Colorado",61221,206,0.34%
0500000US08047,"Gilpin County, Colorado",5812,0,0.00%
0500000US08049,"Grand County, Colorado",15629,0,0.00%
0500000US08051,"Gunnison County, Colorado",16851,0,0.00%
0500000US08053,"Hinsdale County, Colorado",858,0,0.00%
0500000US08055,"Huerfano County, Colorado",6787,0,0.00%
0500000US08057,"Jackson County, Colorado",1375,0,0.00%
0500000US08059,"Jefferson County, Colorado",580130,3559,0.61%
0500000US08061,"Kiowa County, Colorado",1414,0,0.00%
0500000US08063,"Kit Carson County, Colorado",7071,0,0.00%
0500000US08065,"Lake County, Colorado",7417,16,0.22%
0500000US08067,"La Plata County, Colorado",55673,99,0.18%
0500000US08069,"Larimer County, Colorado",354670,2104,0.59%
0500000US08071,"Las Animas County, Colorado",14531,4,0.03%
0500000US08073,"Lincoln County, Colorado",5630,6,0.11%
0500000US08075,"Logan County, Colorado",21765,8,0.04%
0500000US08077,"Mesa County, Colorado",154685,567,0.37%
0500000US08079,"Mineral County, Colorado",794,0,0.00%
0500000US08081,"Moffat County, Colorado",13240,0,0.00%
0500000US08083,"Montezuma County, Colorado",25916,68,0.26%
0500000US08085,"Montrose County, Colorado",42328,26,0.06%
0500000US08087,"Morgan County, Colorado",28868,14,0.05%
0500000US08089,"Otero County, Colorado",18665,4,0.02%
0500000US08091,"Ouray County, Colorado",4850,8,0.16%
0500000US08093,"Park County, Colorado",17384,32,0.18%
0500000US08095,"Phillips County, Colorado",4497,7,0.16%
0500000US08097,"Pitkin County, Colorado",17471,207,1.18%
0500000US08099,"Prowers County, Colorado",11966,19,0.16%
0500000US08101,"Pueblo County, Colorado",167453,361,0.22%
0500000US08103,"Rio Blanco County, Colorado",6495,0,0.00%
0500000US08105,"Rio Grande County, Colorado",11476,0,0.00%
0500000US08107,"Routt County, Colorado",24899,51,0.20%
0500000US08109,"Saguache County, Colorado",6369,0,0.00%
0500000US08111,"San Juan County, Colorado",698,0,0.00%
0500000US08113,"San Miguel County, Colorado",8084,9,0.11%
0500000US08115,"Sedgwick County, Colorado",2459,2,0.08%
0500000US08117,"Summit County, Colorado",31042,83,0.27%
0500000US08119,"Teller County, Colorado",24607,44,0.18%
0500000US08121,"Washington County, Colorado",4834,0,0.00%
0500000US08123,"Weld County, Colorado",322424,922,0.29%
0500000US08125,"Yuma County, Colorado",9944,5,0.05%
0500000US09001,"Fairfield County, Connecticut",956446,12524,1.31%
0500000US09003,"Hartford County, Connecticut",898636,7848,0.87%
0500000US09005,"Litchfield County, Connecticut",185175,695,0.38%
0500000US09007,"Middlesex County, Connecticut",164568,1378,0.84%
0500000US09009,"New Haven County, Connecticut",864751,9677,1.12%
0500000US09011,"New London County, Connecticut",269131,3372,1.25%
0500000US09013,"Tolland County, Connecticut",150120,2932,1.95%
0500000US09015,"Windham County, Connecticut",116503,698,0.60%
0500000US10001,"Kent County, Delaware",180078,790,0.44%
0500000US10003,"New Castle County, Delaware",567769,7837,1.38%
0500000US10005,"Sussex County, Delaware",234045,328,0.14%
0500000US11001,"District of Columbia, District of Columbia",683154,7273,1.06%
0500000US12001,"Alachua County, Florida",276171,4234,1.53%
0500000US12003,"Baker County, Florida",28003,16,0.06%
0500000US12005,"Bay County, Florida",181384,164,0.09%
0500000US12007,"Bradford County, Florida",27928,30,0.11%
0500000US12009,"Brevard County, Florida",601573,2860,0.48%
0500000US12011,"Broward County, Florida",1934551,15710,0.81%
0500000US12013,"Calhoun County, Florida",13863,0,0.00%
0500000US12015,"Charlotte County, Florida",184837,405,0.22%
0500000US12017,"Citrus County, Florida",151888,141,0.09%
0500000US12019,"Clay County, Florida",216308,331,0.15%
0500000US12021,"Collier County, Florida",372797,941,0.25%
0500000US12023,"Columbia County, Florida",69265,12,0.02%
0500000US12027,"DeSoto County, Florida",34027,5,0.01%
0500000US12029,"Dixie County, Florida",16701,0,0.00%
0500000US12031,"Duval County, Florida",983153,3671,0.37%
0500000US12033,"Escambia County, Florida",318828,1701,0.53%
0500000US12035,"Flagler County, Florida",113888,350,0.31%
0500000US12037,"Franklin County, Florida",12232,0,0.00%
0500000US12039,"Gadsden County, Florida",44233,31,0.07%
0500000US12041,"Gilchrist County, Florida",17759,14,0.08%
0500000US12043,"Glades County, Florida",12183,0,0.00%
0500000US12045,"Gulf County, Florida",15205,0,0.00%
0500000US12047,"Hamilton County, Florida",13973,0,0.00%
0500000US12049,"Hardee County, Florida",25632,0,0.00%
0500000US12051,"Hendry County, Florida",39439,39,0.10%
0500000US12053,"Hernando County, Florida",192128,497,0.26%
0500000US12055,"Highlands County, Florida",101174,13,0.01%
0500000US12057,"Hillsborough County, Florida",1444359,8668,0.60%
0500000US12059,"Holmes County, Florida",19622,1,0.01%
0500000US12061,"Indian River County, Florida",158002,600,0.38%
0500000US12063,"Jackson County, Florida",48067,0,0.00%
0500000US12065,"Jefferson County, Florida",14405,0,0.00%
0500000US12067,"Lafayette County, Florida",8343,0,0.00%
0500000US12069,"Lake County, Florida",375059,1299,0.35%
0500000US12071,"Lee County, Florida",752251,3036,0.40%
0500000US12073,"Leon County, Florida",290965,2808,0.97%
0500000US12075,"Levy County, Florida",42392,104,0.25%
0500000US12077,"Liberty County, Florida",7987,1,0.01%
0500000US12079,"Madison County, Florida",18051,0,0.00%
0500000US12081,"Manatee County, Florida",394824,1632,0.41%
0500000US12083,"Marion County, Florida",370372,632,0.17%
0500000US12085,"Martin County, Florida",158323,414,0.26%
0500000US12086,"Miami-Dade County, Florida",2690113,12397,0.46%
0500000US12087,"Monroe County, Florida",82244,173,0.21%
0500000US12089,"Nassau County, Florida",88492,186,0.21%
0500000US12091,"Okaloosa County, Florida",209230,638,0.30%
0500000US12093,"Okeechobee County, Florida",39716,20,0.05%
0500000US12095,"Orange County, Florida",1409949,13118,0.93%
0500000US12097,"Osceola County, Florida",380331,1339,0.35%
0500000US12099,"Palm Beach County, Florida",1481233,7969,0.54%
0500000US12101,"Pasco County, Florida",551598,3039,0.55%
0500000US12103,"Pinellas County, Florida",957989,3608,0.38%
0500000US12105,"Polk County, Florida",713148,1683,0.24%
0500000US12107,"Putnam County, Florida",73147,113,0.15%
0500000US12109,"St. Johns County, Florida",265724,1218,0.46%
0500000US12111,"St. Lucie County, Florida",324599,833,0.26%
0500000US12113,"Santa Rosa County, Florida",184345,272,0.15%
0500000US12115,"Sarasota County, Florida",429336,1507,0.35%
0500000US12117,"Seminole County, Florida",467382,3995,0.85%
0500000US12119,"Sumter County, Florida",127335,468,0.37%
0500000US12121,"Suwannee County, Florida",43514,134,0.31%
0500000US12123,"Taylor County, Florida",21762,0,0.00%
0500000US12125,"Union County, Florida",16141,0,0.00%
0500000US12127,"Volusia County, Florida",548783,1465,0.27%
0500000US12129,"Wakulla County, Florida",33144,30,0.09%
0500000US12131,"Walton County, Florida",73456,37,0.05%
0500000US12133,"Washington County, Florida",24906,20,0.08%
0500000US13001,"Appling County, Georgia",18509,0,0.00%
0500000US13003,"Atkinson County, Georgia",8269,0,0.00%
0500000US13005,"Bacon County, Georgia",11163,0,0.00%
0500000US13007,"Baker County, Georgia",2928,0,0.00%
0500000US13009,"Baldwin County, Georgia",43876,13,0.03%
0500000US13011,"Banks County, Georgia",18061,19,0.11%
0500000US13013,"Barrow County, Georgia",82138,30,0.04%
0500000US13015,"Bartow County, Georgia",107868,33,0.03%
0500000US13017,"Ben Hill County, Georgia",17237,0,0.00%
0500000US13019,"Berrien County, Georgia",18195,0,0.00%
0500000US13021,"Bibb County, Georgia",156711,381,0.24%
0500000US13023,"Bleckley County, Georgia",12562,0,0.00%
0500000US13025,"Brantley County, Georgia",18072,0,0.00%
0500000US13027,"Brooks County, Georgia",16254,0,0.00%
0500000US13029,"Bryan County, Georgia",43278,93,0.21%
0500000US13031,"Bulloch County, Georgia",79635,344,0.43%
0500000US13033,"Burke County, Georgia",24231,0,0.00%
0500000US13035,"Butts County, Georgia",24950,72,0.29%
0500000US13037,"Calhoun County, Georgia",5668,0,0.00%
0500000US13039,"Camden County, Georgia",54256,106,0.20%
0500000US13043,"Candler County, Georgia",10885,44,0.40%
0500000US13045,"Carroll County, Georgia",118402,90,0.08%
0500000US13047,"Catoosa County, Georgia",67579,291,0.43%
0500000US13049,"Charlton County, Georgia",12416,0,0.00%
0500000US13051,"Chatham County, Georgia",294815,1902,0.65%
0500000US13053,"Chattahoochee County, Georgia",9533,25,0.26%
0500000US13055,"Chattooga County, Georgia",24898,0,0.00%
0500000US13057,"Cherokee County, Georgia",262155,571,0.22%
0500000US13059,"Clarke County, Georgia",128195,1019,0.79%
0500000US13061,"Clay County, Georgia",2883,0,0.00%
0500000US13063,"Clayton County, Georgia",294335,1192,0.40%
0500000US13065,"Clinch County, Georgia",6737,0,0.00%
0500000US13067,"Cobb County, Georgia",762500,5239,0.69%
0500000US13069,"Coffee County, Georgia",43048,7,0.02%
0500000US13071,"Colquitt County, Georgia",45800,305,0.67%
0500000US13073,"Columbia County, Georgia",154274,519,0.34%
0500000US13075,"Cook County, Georgia",17188,52,0.30%
0500000US13077,"Coweta County, Georgia",144928,408,0.28%
0500000US13079,"Crawford County, Georgia",12159,75,0.62%
0500000US13081,"Crisp County, Georgia",20524,0,0.00%
0500000US13083,"Dade County, Georgia",16313,0,0.00%
0500000US13085,"Dawson County, Georgia",26202,3,0.01%
0500000US13087,"Decatur County, Georgia",29020,17,0.06%
0500000US13089,"DeKalb County, Georgia",758634,7590,1.00%
0500000US13091,"Dodge County, Georgia",20089,6,0.03%
0500000US13093,"Dooly County, Georgia",11546,0,0.00%
0500000US13095,"Dougherty County, Georgia",86825,202,0.23%
0500000US13097,"Douglas County, Georgia",143520,624,0.43%
0500000US13099,"Early County, Georgia",10813,0,0.00%
0500000US13101,"Echols County, Georgia",3691,0,0.00%
0500000US13103,"Effingham County, Georgia",63448,49,0.08%
0500000US13105,"Elbert County, Georgia",19453,0,0.00%
0500000US13107,"Emanuel County, Georgia",22739,0,0.00%
0500000US13109,"Evans County, Georgia",10761,1,0.01%
0500000US13111,"Fannin County, Georgia",25198,3,0.01%
0500000US13113,"Fayette County, Georgia",117828,570,0.48%
0500000US13115,"Floyd County, Georgia",98210,173,0.18%
0500000US13117,"Forsyth County, Georgia",245754,4012,1.63%
0500000US13119,"Franklin County, Georgia",23256,56,0.24%
0500000US13121,"Fulton County, Georgia",1054286,15878,1.51%
0500000US13123,"Gilmer County, Georgia",31047,0,0.00%
0500000US13125,"Glascock County, Georgia",2903,0,0.00%
0500000US13127,"Glynn County, Georgia",84373,94,0.11%
0500000US13129,"Gordon County, Georgia",57274,82,0.14%
0500000US13131,"Grady County, Georgia",26076,0,0.00%
0500000US13133,"Greene County, Georgia",18461,27,0.15%
0500000US13135,"Gwinnett County, Georgia",948505,14370,1.52%
0500000US13137,"Habersham County, Georgia",45767,17,0.04%
0500000US13139,"Hall County, Georgia",201703,313,0.16%
0500000US13141,"Hancock County, Georgia",8652,0,0.00%
0500000US13143,"Haralson County, Georgia",29685,30,0.10%
0500000US13145,"Harris County, Georgia",34316,25,0.07%
0500000US13147,"Hart County, Georgia",25808,32,0.12%
0500000US13149,"Heard County, Georgia",11440,3,0.03%
0500000US13151,"Henry County, Georgia",236615,665,0.28%
0500000US13153,"Houston County, Georgia",161177,161,0.10%
0500000US13155,"Irwin County, Georgia",9615,48,0.50%
0500000US13157,"Jackson County, Georgia",73839,45,0.06%
0500000US13159,"Jasper County, Georgia",14478,0,0.00%
0500000US13161,"Jeff Davis County, Georgia",14753,46,0.31%
0500000US13163,"Jefferson County, Georgia",15708,43,0.27%
0500000US13165,"Jenkins County, Georgia",8693,0,0.00%
0500000US13167,"Johnson County, Georgia",9272,0,0.00%
0500000US13169,"Jones County, Georgia",28297,26,0.09%
0500000US13171,"Lamar County, Georgia",18482,18,0.10%
0500000US13173,"Lanier County, Georgia",9874,0,0.00%
0500000US13175,"Laurens County, Georgia",49202,0,0.00%
0500000US13177,"Lee County, Georgia",32547,194,0.60%
