GEO_ID,NAME,Total Population,Chinese,proportion
0500000US01097,"Mobile County, Alabama",413878,1167,0.28%
0500000US01099,"Monroe County, Alabama",19816,12,0.06%
0500000US01101,"Montgomery County, Alabama",228132,965,0.42%
0500000US01103,"Morgan County, Alabama",123102,53,0.04%
0500000US01105,"Perry County, Alabama",8479,0,0.00%
0500000US01107,"Pickens County, Alabama",18925,0,0.00%
0500000US01109,"Pike County, Alabama",32997,164,0.50%
0500000US01111,"Randolph County, Alabama",22179,0,0.00%
0500000US01113,"Russell County, Alabama",58849,163,0.28%
0500000US01115,"St. Clair County, Alabama",91719,24,0.03%
0500000US01117,"Shelby County, Alabama",223916,957,0.43%
0500000US01119,"Sumter County, Alabama",12196,31,0.25%
0500000US01121,"Talladega County, Alabama",81105,5,0.01%
0500000US01123,"Tallapoosa County, Alabama",41251,47,0.11%
0500000US01125,"Tuscaloosa County, Alabama",231558,1113,0.48%
0500000US01127,"Walker County, Alabama",64978,24,0.04%
0500000US01129,"Washington County, Alabama",15434,47,0.30%
0500000US01131,"Wilcox County, Alabama",10441,0,0.00%
0500000US01133,"Winston County, Alabama",23655,18,0.08%
0500000US02013,"Aleutians East Borough, Alaska",3407,0,0.00%
0500000US02016,"Aleutians West Census Area, Alaska",5219,8,0.15%
0500000US02020,"Anchorage Municipality, Alaska",290674,1339,0.46%
0500000US02050,"Bethel Census Area, Alaska",18538,0,0.00%
0500000US02060,"Bristol Bay Borough, Alaska",854,0,0.00%
0500000US02063,"Chugach Census Area, Alaska",7000,17,0.24%
0500000US02066,"Copper River Census Area, Alaska",2614,0,0.00%
0500000US02068,"Denali Borough, Alaska",2101,12,0.57%
0500000US02070,"Dillingham Census Area, Alaska",4854,0,0.00%
0500000US02090,"Fairbanks North Star Borough, Alaska",96299,606,0.63%
0500000US02100,"Haines Borough, Alaska",2079,0,0.00%
0500000US02105,"Hoonah-Angoon Census Area, Alaska",2329,0,0.00%
0500000US02110,"Juneau City and Borough, Alaska",32108,235,0.73%
0500000US02122,"Kenai Peninsula Borough, Alaska",59235,108,0.18%
0500000US02130,"Ketchikan Gateway Borough, Alaska",13910,7,0.05%
0500000US02150,"Kodiak Island Borough, Alaska",13065,0,0.00%
0500000US02158,"Kusilvak Census Area, Alaska",8372,0,0.00%
0500000US02164,"Lake and Peninsula Borough, Alaska",999,0,0.00%
0500000US02170,"Matanuska-Susitna Borough, Alaska",108661,187,0.17%
0500000US02180,"Nome Census Area, Alaska",10018,3,0.03%
0500000US02185,"North Slope Borough, Alaska",10924,1,0.01%
0500000US02188,"Northwest Arctic Borough, Alaska",7682,0,0.00%
0500000US02195,"Petersburg Borough, Alaska",3374,62,1.84%
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",5799,0,0.00%
0500000US02220,"Sitka City and Borough, Alaska",8462,12,0.14%
0500000US02230,"Skagway Municipality, Alaska",1303,5,0.38%
0500000US02240,"Southeast Fairbanks Census Area, Alaska",6888,138,2.00%
0500000US02275,"Wrangell City and Borough, Alaska",2134,0,0.00%
0500000US02282,"Yakutat City and Borough, Alaska",564,0,0.00%
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",5355,0,0.00%
0500000US04001,"Apache County, Arizona",66054,67,0.10%
0500000US04003,"Cochise County, Arizona",125504,164,0.13%
0500000US04005,"Coconino County, Arizona",144705,745,0.51%
0500000US04007,"Gila County, Arizona",53419,10,0.02%
0500000US04009,"Graham County, Arizona",38453,0,0.00%
0500000US04011,"Greenlee County, Arizona",9483,0,0.00%
0500000US04012,"La Paz County, Arizona",16681,0,0.00%
0500000US04013,"Maricopa County, Arizona",4430871,34405,0.78%
0500000US04015,"Mohave County, Arizona",214229,166,0.08%
0500000US04017,"Navajo County, Arizona",107110,117,0.11%
0500000US04019,"Pima County, Arizona",1042393,7638,0.73%
0500000US04021,"Pinal County, Arizona",433338,616,0.14%
0500000US04023,"Santa Cruz County, Arizona",47838,9,0.02%
0500000US04025,"Yavapai County, Arizona",237830,719,0.30%
0500000US04027,"Yuma County, Arizona",204374,98,0.05%
0500000US05001,"Arkansas County, Arkansas",17024,6,0.04%
0500000US05003,"Ashley County, Arkansas",19018,0,0.00%
0500000US05005,"Baxter County, Arkansas",41801,29,0.07%
0500000US05007,"Benton County, Arkansas",286528,860,0.30%
0500000US05009,"Boone County, Arkansas",37662,50,0.13%
0500000US05011,"Bradley County, Arkansas",10461,0,0.00%
0500000US05013,"Calhoun County, Arkansas",4773,0,0.00%
0500000US05015,"Carroll County, Arkansas",28362,2,0.01%
0500000US05017,"Chicot County, Arkansas",10234,21,0.21%
0500000US05019,"Clark County, Arkansas",21469,116,0.54%
0500000US05021,"Clay County, Arkansas",14537,0,0.00%
0500000US05023,"Cleburne County, Arkansas",24948,0,0.00%
0500000US05025,"Cleveland County, Arkansas",7548,0,0.00%
0500000US05027,"Columbia County, Arkansas",22707,0,0.00%
0500000US05029,"Conway County, Arkansas",20782,76,0.37%
0500000US05031,"Craighead County, Arkansas",111038,476,0.43%
0500000US05033,"Crawford County, Arkansas",60593,17,0.03%
0500000US05035,"Crittenden County, Arkansas",47945,37,0.08%
0500000US05037,"Cross County, Arkansas",16827,5,0.03%
0500000US05039,"Dallas County, Arkansas",6472,0,0.00%
0500000US05041,"Desha County, Arkansas",11285,25,0.22%
0500000US05043,"Drew County, Arkansas",17309,32,0.18%
0500000US05045,"Faulkner County, Arkansas",124611,190,0.15%
0500000US05047,"Franklin County, Arkansas",17160,25,0.15%
0500000US05049,"Fulton County, Arkansas",12183,0,0.00%
0500000US05051,"Garland County, Arkansas",100021,29,0.03%
0500000US05053,"Grant County, Arkansas",18022,52,0.29%
0500000US05055,"Greene County, Arkansas",45954,51,0.11%
0500000US05057,"Hempstead County, Arkansas",20037,0,0.00%
0500000US05059,"Hot Spring County, Arkansas",33129,1,0.00%
0500000US05061,"Howard County, Arkansas",12779,84,0.66%
0500000US05063,"Independence County, Arkansas",37910,42,0.11%
0500000US05065,"Izard County, Arkansas",13748,0,0.00%
0500000US05067,"Jackson County, Arkansas",16784,0,0.00%
0500000US05069,"Jefferson County, Arkansas",66934,2,0.00%
0500000US05071,"Johnson County, Arkansas",25925,40,0.15%
0500000US05073,"Lafayette County, Arkansas",6277,0,0.00%
0500000US05075,"Lawrence County, Arkansas",16258,0,0.00%
0500000US05077,"Lee County, Arkansas",8666,0,0.00%
0500000US05079,"Lincoln County, Arkansas",13016,0,0.00%
0500000US05081,"Little River County, Arkansas",12024,0,0.00%
0500000US05083,"Logan County, Arkansas",21247,53,0.25%
0500000US05085,"Lonoke County, Arkansas",74292,63,0.08%
0500000US05087,"Madison County, Arkansas",16737,0,0.00%
0500000US05089,"Marion County, Arkansas",16905,11,0.07%
0500000US05091,"Miller County, Arkansas",42682,0,0.00%
0500000US05093,"Mississippi County, Arkansas",40361,11,0.03%
0500000US05095,"Monroe County, Arkansas",6787,0,0.00%
0500000US05097,"Montgomery County, Arkansas",8555,0,0.00%
0500000US05099,"Nevada County, Arkansas",8292,0,0.00%
0500000US05101,"Newton County, Arkansas",7243,0,0.00%
0500000US05103,"Ouachita County, Arkansas",22606,0,0.00%
0500000US05105,"Perry County, Arkansas",10055,0,0.00%
0500000US05107,"Phillips County, Arkansas",16373,0,0.00%
0500000US05109,"Pike County, Arkansas",10205,0,0.00%
0500000US05111,"Poinsett County, Arkansas",22997,0,0.00%
0500000US05113,"Polk County, Arkansas",19384,0,0.00%
0500000US05115,"Pope County, Arkansas",63475,196,0.31%
0500000US05117,"Prairie County, Arkansas",8217,0,0.00%
0500000US05119,"Pulaski County, Arkansas",398322,1031,0.26%
0500000US05121,"Randolph County, Arkansas",18619,4,0.02%
0500000US05123,"St. Francis County, Arkansas",23138,0,0.00%
0500000US05125,"Saline County, Arkansas",123988,565,0.46%
0500000US05127,"Scott County, Arkansas",9871,0,0.00%
0500000US05129,"Searcy County, Arkansas",7880,3,0.04%
0500000US05131,"Sebastian County, Arkansas",128184,164,0.13%
0500000US05133,"Sevier County, Arkansas",15913,1,0.01%
0500000US05135,"Sharp County, Arkansas",17422,0,0.00%
0500000US05137,"Stone County, Arkansas",12393,4,0.03%
0500000US05139,"Union County, Arkansas",38815,100,0.26%
0500000US05141,"Van Buren County, Arkansas",15900,0,0.00%
0500000US05143,"Washington County, Arkansas",247331,1258,0.51%
0500000US05145,"White County, Arkansas",77118,205,0.27%
0500000US05147,"Woodruff County, Arkansas",6259,0,0.00%
0500000US05149,"Yell County, Arkansas",20342,0,0.00%
0500000US06001,"Alameda County, California",1663823,183632,11.04%
0500000US06003,"Alpine County, California",1515,0,0.00%
0500000US06005,"Amador County, California",40577,56,0.14%
0500000US06007,"Butte County, California",213605,1309,0.61%
0500000US06009,"Calaveras County, California",45674,244,0.53%
0500000US06011,"Colusa County, California",21811,2,0.01%
0500000US06013,"Contra Costa County, California",1162648,55407,4.77%
0500000US06015,"Del Norte County, California",27462,65,0.24%
0500000US06017,"El Dorado County, California",191713,1474,0.77%
0500000US06019,"Fresno County, California",1008280,8328,0.83%
0500000US06021,"Glenn County, California",28657,256,0.89%
0500000US06023,"Humboldt County, California",136132,883,0.65%
0500000US06025,"Imperial County, California",179578,640,0.36%
0500000US06027,"Inyo County, California",18829,52,0.28%
0500000US06029,"Kern County, California",906883,4427,0.49%
0500000US06031,"Kings County, California",152515,631,0.41%
0500000US06033,"Lake County, California",68024,103,0.15%
0500000US06035,"Lassen County, California",31873,116,0.36%
0500000US06037,"Los Angeles County, California",9936690,469201,4.72%
0500000US06039,"Madera County, California",157243,681,0.43%
0500000US06041,"Marin County, California",260485,4915,1.89%
0500000US06043,"Mariposa County, California",17130,27,0.16%
0500000US06045,"Mendocino County, California",91145,776,0.85%
0500000US06047,"Merced County, California",282290,1134,0.40%
0500000US06049,"Modoc County, California",8651,65,0.75%
0500000US06051,"Mono County, California",13219,4,0.03%
0500000US06053,"Monterey County, California",437609,3882,0.89%
0500000US06055,"Napa County, California",137384,899,0.65%
0500000US06057,"Nevada County, California",102322,330,0.32%
0500000US06059,"Orange County, California",3175227,127505,4.02%
0500000US06061,"Placer County, California",406608,5257,1.29%
0500000US06063,"Plumas County, California",19650,69,0.35%
0500000US06065,"Riverside County, California",2429487,28586,1.18%
0500000US06067,"Sacramento County, California",1579211,47624,3.02%
0500000US06069,"San Benito County, California",64753,161,0.25%
0500000US06071,"San Bernardino County, California",2180563,49536,2.27%
0500000US06073,"San Diego County, California",3289701,66869,2.03%
0500000US06075,"San Francisco County, California",851036,182194,21.41%
0500000US06077,"San Joaquin County, California",779445,10944,1.40%
0500000US06079,"San Luis Obispo County, California",281712,2488,0.88%
0500000US06081,"San Mateo County, California",754250,97255,12.89%
0500000US06083,"Santa Barbara County, California",445213,6703,1.51%
0500000US06085,"Santa Clara County, California",1916831,226578,11.82%
0500000US06087,"Santa Cruz County, California",268571,4105,1.53%
0500000US06089,"Shasta County, California",181852,866,0.48%
0500000US06091,"Sierra County, California",2916,0,0.00%
0500000US06093,"Siskiyou County, California",44049,207,0.47%
0500000US06095,"Solano County, California",450995,6582,1.46%
0500000US06097,"Sonoma County, California",488436,4742,0.97%
0500000US06099,"Stanislaus County, California",552063,4244,0.77%
0500000US06101,"Sutter County, California",99101,292,0.29%
0500000US06103,"Tehama County, California",65484,85,0.13%
0500000US06105,"Trinity County, California",15889,55,0.35%
0500000US06107,"Tulare County, California",473446,1929,0.41%
0500000US06109,"Tuolumne County, California",54993,98,0.18%
0500000US06111,"Ventura County, California",842009,10731,1.27%
0500000US06113,"Yolo County, California",217141,12327,5.68%
0500000US06115,"Yuba County, California",81705,432,0.53%
0500000US08001,"Adams County, Colorado",520149,2651,0.51%
0500000US08003,"Alamosa County, Colorado",16460,168,1.02%
0500000US08005,"Arapahoe County, Colorado",654453,6385,0.98%
0500000US08007,"Archuleta County, Colorado",13509,28,0.21%
0500000US08009,"Baca County, Colorado",3496,0,0.00%
0500000US08011,"Bent County, Colorado",5561,0,0.00%
0500000US08013,"Boulder County, Colorado",328658,5298,1.61%
0500000US08014,"Broomfield County, Colorado",73946,1114,1.51%
0500000US08015,"Chaffee County, Colorado",19564,22,0.11%
0500000US08017,"Cheyenne County, Colorado",1726,0,0.00%
0500000US08019,"Clear Creek County, Colorado",9403,18,0.19%
0500000US08021,"Conejos County, Colorado",7553,0,0.00%
0500000US08023,"Costilla County, Colorado",3534,0,0.00%
0500000US08025,"Crowley County, Colorado",5782,0,0.00%
0500000US08027,"Custer County, Colorado",4885,0,0.00%
0500000US08029,"Delta County, Colorado",31173,13,0.04%
0500000US08031,"Denver County, Colorado",710800,5642,0.79%
0500000US08033,"Dolores County, Colorado",2329,0,0.00%
0500000US08035,"Douglas County, Colorado",360206,3168,0.88%
0500000US08037,"Eagle County, Colorado",55650,76,0.14%
0500000US08039,"Elbert County, Colorado",26457,4,0.02%
0500000US08041,"El Paso County, Colorado",730323,3101,0.42%
0500000US08043,"Fremont County, Colorado",49107,98,0.20%
0500000US08045,"Garfield County, Colorado",61683,196,0.32%
0500000US08047,"Gilpin County, Colorado",5856,10,0.17%
0500000US08049,"Grand County, Colorado",15724,0,0.00%
0500000US08051,"Gunnison County, Colorado",17018,36,0.21%
0500000US08053,"Hinsdale County, Colorado",911,0,0.00%
0500000US08055,"Huerfano County, Colorado",6896,0,0.00%
0500000US08057,"Jackson County, Colorado",1440,0,0.00%
0500000US08059,"Jefferson County, Colorado",580519,3702,0.64%
0500000US08061,"Kiowa County, Colorado",1347,0,0.00%
0500000US08063,"Kit Carson County, Colorado",7039,0,0.00%
0500000US08065,"Lake County, Colorado",7403,0,0.00%
0500000US08067,"La Plata County, Colorado",55983,134,0.24%
0500000US08069,"Larimer County, Colorado",359363,1899,0.53%
0500000US08071,"Las Animas County, Colorado",14422,39,0.27%
0500000US08073,"Lincoln County, Colorado",5583,4,0.07%
0500000US08075,"Logan County, Colorado",21302,4,0.02%
0500000US08077,"Mesa County, Colorado",156131,389,0.25%
0500000US08079,"Mineral County, Colorado",794,0,0.00%
0500000US08081,"Moffat County, Colorado",13232,0,0.00%
0500000US08083,"Montezuma County, Colorado",26070,94,0.36%
0500000US08085,"Montrose County, Colorado",42823,11,0.03%
0500000US08087,"Morgan County, Colorado",29045,20,0.07%
0500000US08089,"Otero County, Colorado",18580,4,0.02%
0500000US08091,"Ouray County, Colorado",4936,2,0.04%
0500000US08093,"Park County, Colorado",17597,28,0.16%
0500000US08095,"Phillips County, Colorado",4493,0,0.00%
0500000US08097,"Pitkin County, Colorado",17325,165,0.95%
0500000US08099,"Prowers County, Colorado",11968,10,0.08%
0500000US08101,"Pueblo County, Colorado",168135,150,0.09%
0500000US08103,"Rio Blanco County, Colorado",6511,0,0.00%
0500000US08105,"Rio Grande County, Colorado",11442,0,0.00%
0500000US08107,"Routt County, Colorado",24944,58,0.23%
0500000US08109,"Saguache County, Colorado",6454,0,0.00%
0500000US08111,"San Juan County, Colorado",690,0,0.00%
0500000US08113,"San Miguel County, Colorado",8082,10,0.12%
0500000US08115,"Sedgwick County, Colorado",2391,15,0.63%
0500000US08117,"Summit County, Colorado",30955,108,0.35%
0500000US08119,"Teller County, Colorado",24758,8,0.03%
0500000US08121,"Washington County, Colorado",4817,0,0.00%
0500000US08123,"Weld County, Colorado",331466,751,0.23%
0500000US08125,"Yuma County, Colorado",9938,1,0.01%
0500000US09110,"Capitol Planning Region, Connecticut",977165,11381,1.16%
0500000US09120,"Greater Bridgeport Planning Region, Connecticut",326381,2613,0.80%
0500000US09130,"Lower Connecticut River Valley Planning Region, Connecticut",175244,1717,0.98%
0500000US09140,"Naugatuck Valley Planning Region, Connecticut",451887,4397,0.97%
0500000US09150,"Northeastern Connecticut Planning Region, Connecticut",95687,582,0.61%
0500000US09160,"Northwest Hills Planning Region, Connecticut",112696,433,0.38%
0500000US09170,"South Central Connecticut Planning Region, Connecticut",571298,7282,1.27%
0500000US09180,"Southeastern Connecticut Planning Region, Connecticut",280293,3445,1.23%
0500000US09190,"Western Connecticut Planning Region, Connecticut",620666,9212,1.48%
0500000US10001,"Kent County, Delaware",182400,631,0.35%
0500000US10003,"New Castle County, Delaware",570567,7797,1.37%
0500000US10005,"Sussex County, Delaware",240668,248,0.10%
0500000US11001,"District of Columbia, District of Columbia",670587,6866,1.02%
0500000US12001,"Alachua County, Florida",279729,3936,1.41%
0500000US12003,"Baker County, Florida",27969,15,0.05%
0500000US12005,"Bay County, Florida",181055,228,0.13%
0500000US12007,"Bradford County, Florida",27816,42,0.15%
0500000US12009,"Brevard County, Florida",610723,2932,0.48%
0500000US12011,"Broward County, Florida",1940907,15902,0.82%
0500000US12013,"Calhoun County, Florida",13753,0,0.00%
0500000US12015,"Charlotte County, Florida",189900,480,0.25%
0500000US12017,"Citrus County, Florida",155173,187,0.12%
0500000US12019,"Clay County, Florida",219650,436,0.20%
0500000US12021,"Collier County, Florida",380221,964,0.25%
0500000US12023,"Columbia County, Florida",69832,22,0.03%
0500000US12027,"DeSoto County, Florida",34258,5,0.01%
0500000US12029,"Dixie County, Florida",16737,0,0.00%
0500000US12031,"Duval County, Florida",995708,3950,0.40%
0500000US12033,"Escambia County, Florida",321296,1862,0.58%
0500000US12035,"Flagler County, Florida",117515,512,0.44%
0500000US12037,"Franklin County, Florida",12276,0,0.00%
0500000US12039,"Gadsden County, Florida",43746,0,0.00%
0500000US12041,"Gilchrist County, Florida",18070,7,0.04%
0500000US12043,"Glades County, Florida",12179,0,0.00%
0500000US12045,"Gulf County, Florida",15002,0,0.00%
0500000US12047,"Hamilton County, Florida",13492,0,0.00%
0500000US12049,"Hardee County, Florida",25528,0,0.00%
0500000US12051,"Hendry County, Florida",39902,56,0.14%
0500000US12053,"Hernando County, Florida",196621,274,0.14%
0500000US12055,"Highlands County, Florida",102339,126,0.12%
0500000US12057,"Hillsborough County, Florida",1468560,8808,0.60%
0500000US12059,"Holmes County, Florida",19529,1,0.01%
0500000US12061,"Indian River County, Florida",160986,384,0.24%
0500000US12063,"Jackson County, Florida",47704,0,0.00%
0500000US12065,"Jefferson County, Florida",14458,0,0.00%
0500000US12067,"Lafayette County, Florida",8107,0,0.00%
0500000US12069,"Lake County, Florida",386829,1156,0.30%
0500000US12071,"Lee County, Florida",772902,2898,0.37%
0500000US12073,"Leon County, Florida",294128,2640,0.90%
0500000US12075,"Levy County, Florida",43268,87,0.20%
0500000US12077,"Liberty County, Florida",7704,3,0.04%
0500000US12079,"Madison County, Florida",17986,0,0.00%
0500000US12081,"Manatee County, Florida",405069,1447,0.36%
0500000US12083,"Marion County, Florida",378225,968,0.26%
0500000US12085,"Martin County, Florida",159399,514,0.32%
0500000US12086,"Miami-Dade County, Florida",2688237,12368,0.46%
0500000US12087,"Monroe County, Florida",82044,175,0.21%
0500000US12089,"Nassau County, Florida",91538,194,0.21%
0500000US12091,"Okaloosa County, Florida",212021,664,0.31%
0500000US12093,"Okeechobee County, Florida",39870,30,0.08%
0500000US12095,"Orange County, Florida",1427403,14503,1.02%
0500000US12097,"Osceola County, Florida",393745,1125,0.29%
0500000US12099,"Palm Beach County, Florida",1494805,7798,0.52%
0500000US12101,"Pasco County, Florida",569211,3022,0.53%
0500000US12103,"Pinellas County, Florida",959918,3020,0.31%
0500000US12105,"Polk County, Florida",736229,1628,0.22%
0500000US12107,"Putnam County, Florida",73604,115,0.16%
0500000US12109,"St. Johns County, Florida",278722,1336,0.48%
0500000US12111,"St. Lucie County, Florida",334682,745,0.22%
0500000US12113,"Santa Rosa County, Florida",188994,390,0.21%
0500000US12115,"Sarasota County, Florida",439392,1877,0.43%
0500000US12117,"Seminole County, Florida",471321,4035,0.86%
0500000US12119,"Sumter County, Florida",131832,622,0.47%
0500000US12121,"Suwannee County, Florida",43881,96,0.22%
0500000US12123,"Taylor County, Florida",21421,0,0.00%
0500000US12125,"Union County, Florida",15524,0,0.00%
0500000US12127,"Volusia County, Florida",558520,1479,0.26%
0500000US12129,"Wakulla County, Florida",33732,24,0.07%
0500000US12131,"Walton County, Florida",76618,24,0.03%
0500000US12133,"Washington County, Florida",25014,14,0.06%
0500000US13001,"Appling County, Georgia",18441,74,0.40%
0500000US13003,"Atkinson County, Georgia",8265,0,0.00%
0500000US13005,"Bacon County, Georgia",11138,0,0.00%
0500000US13007,"Baker County, Georgia",2878,0,0.00%
0500000US13009,"Baldwin County, Georgia",43778,26,0.06%
0500000US13011,"Banks County, Georgia",18381,37,0.20%
0500000US13013,"Barrow County, Georgia",84399,16,0.02%
0500000US13015,"Bartow County, Georgia",109410,43,0.04%
0500000US13017,"Ben Hill County, Georgia",17169,14,0.08%
0500000US13019,"Berrien County, Georgia",18187,0,0.00%
0500000US13021,"Bibb County, Georgia",156554,360,0.23%
0500000US13023,"Bleckley County, Georgia",12413,72,0.58%
0500000US13025,"Brantley County, Georgia",18105,0,0.00%
0500000US13027,"Brooks County, Georgia",16275,0,0.00%
0500000US13029,"Bryan County, Georgia",44995,172,0.38%
0500000US13031,"Bulloch County, Georgia",79829,375,0.47%
0500000US13033,"Burke County, Georgia",24337,0,0.00%
0500000US13035,"Butts County, Georgia",25522,9,0.04%
0500000US13037,"Calhoun County, Georgia",5594,0,0.00%
0500000US13039,"Camden County, Georgia",55105,100,0.18%
0500000US13043,"Candler County, Georgia",10946,34,0.31%
0500000US13045,"Carroll County, Georgia",120060,110,0.09%
0500000US13047,"Catoosa County, Georgia",68052,148,0.22%
0500000US13049,"Charlton County, Georgia",12547,0,0.00%
0500000US13051,"Chatham County, Georgia",296266,2141,0.72%
0500000US13053,"Chattahoochee County, Georgia",9402,45,0.48%
0500000US13055,"Chattooga County, Georgia",24902,0,0.00%
0500000US13057,"Cherokee County, Georgia",268567,730,0.27%
0500000US13059,"Clarke County, Georgia",128864,1094,0.85%
0500000US13061,"Clay County, Georgia",2855,0,0.00%
0500000US13063,"Clayton County, Georgia",296312,1080,0.36%
0500000US13065,"Clinch County, Georgia",6713,0,0.00%
0500000US13067,"Cobb County, Georgia",765813,5345,0.70%
0500000US13069,"Coffee County, Georgia",43056,6,0.01%
0500000US13071,"Colquitt County, Georgia",45813,150,0.33%
0500000US13073,"Columbia County, Georgia",156921,669,0.43%
0500000US13075,"Cook County, Georgia",17242,0,0.00%
0500000US13077,"Coweta County, Georgia",147449,598,0.41%
0500000US13079,"Crawford County, Georgia",12156,0,0.00%
0500000US13081,"Crisp County, Georgia",20255,35,0.17%
0500000US13083,"Dade County, Georgia",16239,4,0.02%
0500000US13085,"Dawson County, Georgia",27355,2,0.01%
0500000US13087,"Decatur County, Georgia",29063,13,0.04%
0500000US13089,"DeKalb County, Georgia",761209,8071,1.06%
0500000US13091,"Dodge County, Georgia",19977,4,0.02%
0500000US13093,"Dooly County, Georgia",11236,0,0.00%
0500000US13095,"Dougherty County, Georgia",85038,155,0.18%
0500000US13097,"Douglas County, Georgia",144735,290,0.20%
0500000US13099,"Early County, Georgia",10753,0,0.00%
0500000US13101,"Echols County, Georgia",3707,0,0.00%
0500000US13103,"Effingham County, Georgia",65314,24,0.04%
0500000US13105,"Elbert County, Georgia",19570,0,0.00%
0500000US13107,"Emanuel County, Georgia",22907,0,0.00%
0500000US13109,"Evans County, Georgia",10759,1,0.01%
0500000US13111,"Fannin County, Georgia",25436,6,0.02%
0500000US13113,"Fayette County, Georgia",119259,456,0.38%
0500000US13115,"Floyd County, Georgia",98541,151,0.15%
0500000US13117,"Forsyth County, Georgia",253225,4632,1.83%
0500000US13119,"Franklin County, Georgia",23480,43,0.18%
0500000US13121,"Fulton County, Georgia",1061944,17299,1.63%
0500000US13123,"Gilmer County, Georgia",31519,7,0.02%
0500000US13125,"Glascock County, Georgia",2903,0,0.00%
0500000US13127,"Glynn County, Georgia",84566,61,0.07%
0500000US13129,"Gordon County, Georgia",57785,48,0.08%
0500000US13131,"Grady County, Georgia",26075,0,0.00%
0500000US13133,"Greene County, Georgia",19020,16,0.08%
0500000US13135,"Gwinnett County, Georgia",957977,17492,1.83%
0500000US13137,"Habersham County, Georgia",46326,25,0.05%
0500000US13139,"Hall County, Georgia",204953,407,0.20%
0500000US13141,"Hancock County, Georgia",8588,0,0.00%
0500000US13143,"Haralson County, Georgia",30178,0,0.00%
0500000US13145,"Harris County, Georgia",34914,19,0.05%
0500000US13147,"Hart County, Georgia",26110,19,0.07%
0500000US13149,"Heard County, Georgia",11489,4,0.03%
0500000US13151,"Henry County, Georgia",240853,451,0.19%
0500000US13153,"Houston County, Georgia",164117,346,0.21%
0500000US13155,"Irwin County, Georgia",9487,0,0.00%
0500000US13157,"Jackson County, Georgia",77033,100,0.13%
0500000US13159,"Jasper County, Georgia",14882,0,0.00%
0500000US13161,"Jeff Davis County, Georgia",14791,14,0.09%
0500000US13163,"Jefferson County, Georgia",15591,59,0.38%
0500000US13165,"Jenkins County, Georgia",8704,0,0.00%
0500000US13167,"Johnson County, Georgia",9225,0,0.00%
0500000US13169,"Jones County, Georgia",28382,23,0.08%
